"Practise","Cost"
"Y00972",2477.16
"Y03361",2476.11
"J82217",2454.97
"Y03365",2428.65
"Y01724",2424.51
"Y00540",2415.08
"Y03016",2412.11
"Y00681",2390.63
"Y00859",2388.87
"Y01968",2378.94
"Y03154",2377.16
"Y02889",2373.57
"Y00890",2369.4
"Y01764",2364.33
"Y02584",2360.99
"Y03201",2337.84
"Y03282",2333.86
"Y02310",2327.46
"Y03138",2309.54
"Y00799",2291.69
"Y02822",2271.66
"Y02259",2257.92
"Y01195",2252.46
"Y03004",2247.86
"Y01095",2247.58
"Y00438",2237.91
"Y00723",2232.46
"Y00641",2225.03
"Y03640",2218.19
"Y00688",2212.75
"Y01846",2201.48
"Y01027",2199.63
"Y02873",2196.57
"Y00509",2190.26
"Y01028",2188.78
"Y01803",2184.83
"A85621",2179.99
"Y02800",2170.65
"Y00814",2158.84
"Y00169",2143.56
"Y02548",2135.46
"Y02253",2126.82
"Y03580",2110.65
"F85710",2107.83
"Y02630",2107.08
"N82675",2104.51
"Y02292",2094.83
"Y03244",2086.25
"H85697",2082.34
"Y02978",2072.33
"Y02211",2067.19
"Y02188",2064.42
"Y02182",2058.08
"Y00780",2034.57
"Y02176",2025.08
"F84707",2021.74
"Y02865",2021.31
"Y01949",2020.41
"Y02482",2016.77
"Y00857",2011.93
"Y02641",2009.74
"Y03458",2008.78
"B82634",1998.83
"M85760",1995.74
"Y02490",1987.26
"Y03306",1966.89
"Y00081",1960.41
"Y02930",1957.6
"B81671",1950.3
"Y00729",1948.31
"Y03274",1945.71
"Y02429",1940.77
"Y02914",1935.66
"Y00696",1916.65
"Y00100",1916.59
"Y03396",1912.85
"Y00175",1909.27
"Y03159",1871.42
"Y00451",1868.4
"Y00783",1868.24
"Y03507",1855.11
"Y00673",1853.84
"Y02265",1830.27
"Y01014",1822.01
"Y01249",1802.75
"B82636",1791.76
"H81659",1762.29
"Y00666",1757.52
"Y03114",1751.48
"B83698",1746.02
"Y01982",1737.02
"Y00329",1730.59
"F85708",1713.16
"Y03160",1704.38
"Y03482",1699.77
"Y00401",1698.21
"Y00239",1696.81
"Y02011",1695.22
"M83704",1690.8
"Y02291",1688.26
"Y01912",1682.7
"Y00752",1681.81
"Y00162",1677.53
"Y01128",1671.81
"Y00049",1660.4
"Y00732",1658.24
"G81668",1648.83
"Y00097",1648.15
"F81754",1644.64
"Y02059",1644.33
"Y00716",1636.58
"Y00282",1624.43
"Y00784",1621.2
"Y03203",1615.18
"Y01135",1612.33
"Y01801",1601.66
"Y01827",1600.3
"Y02870",1592.14
"M81606",1588.47
"Y02801",1571.36
"Y00675",1570.84
"Y01635",1570.26
"Y01928",1569.56
"Y03483",1568.19
"Y02227",1565.97
"P84615",1564.55
"Y03013",1559.41
"H82656",1558.11
"Y00167",1554.57
"Y03327",1544.22
"Y03472",1525.94
"Y00496",1524.14
"Y03263",1524.11
"Y00043",1522.87
"Y01989",1519.41
"Y01683",1511.81
"Y02617",1501.25
"Y00987",1500.54
"E83665",1495.1
"Y02515",1494.3
"Y00094",1489.96
"Y01077",1484.49
"Y02195",1478.63
"Y03322",1467.9
"F84743",1462.68
"G83675",1459.43
"M85768",1456.42
"Y02532",1455.09
"Y00926",1453.2
"N85647",1452.5
"Y01658",1427.67
"Y03600",1427.46
"H82636",1422.46
"Y00539",1420.86
"M88037",1419.79
"Y02724",1418.61
"Y02115",1410.16
"Y01201",1400.36
"Y00646",1400.27
"Y01810",1397.38
"Y00442",1388.53
"N81635",1363.88
"C81679",1358.21
"Y00951",1349.56
"Y03009",1341.49
"Y02706",1337.27
"Y02248",1332.62
"Y02967",1327.78
"Y01056",1318.03
"Y01085",1315.74
"Y03086",1306.36
"Y00770",1303.57
"Y01162",1294.24
"Y01893",1292.18
"Y00529",1287.86
"Y02809",1283.19
"Y01034",1280.34
"Y02295",1279.02
"Y02203",1265.88
"Y02333",1251.7
"Y00866",1250.3
"B82638",1245.12
"Y02792",1240.07
"Y00995",1235.78
"Y00827",1231.33
"Y02316",1225.25
"Y01141",1217.03
"E83014",1203.45
"B85040",1201.8
"Y02381",1193.36
"Y01285",1191.93
"Y03395",1188.51
"Y02125",1186.37
"Y00460",1185.6
"Y02785",1185.51
"Y02533",1183.41
"Y00899",1183.38
"Y01725",1172.24
"Y03022",1169.22
"C81668",1169.09
"Y00099",1159.64
"Y00570",1152.49
"Y03231",1148.41
"Y00576",1142.61
"Y00596",1132.61
"Y02273",1130.43
"Y00913",1119.83
"Y02637",1116.87
"Y02814",1116.37
"Y02661",1113.83
"Y00535",1111.11
"Y00528",1107.13
"Y02687",1101.24
"Y01263",1094.09
"Y00768",1090.15
"N83038",1089.44
"M82613",1086.56
"Y03499",1082.34
"Y01175",1077.11
"Y00372",1073.65
"Y03471",1067.24
"P81007",1066.03
"Y02252",1057.67
"Y01747",1053.71
"Y02771",1051.19
"Y02502",1049.86
"Y01025",1025.05
"Y02642",1020.7
"E83626",1018.8
"F86729",1013.99
"Y02026",1011.58
"Y03479",1007.51
"Y02143",1006.37
"Y02804",1004.85
"Y03105",1004.02
"Y03085",998.64
"Y00724",998.45
"Y03204",990.46
"Y03089",988.27
"Y02779",988.05
"D82643",986
"Y01834",983.88
"Y02693",980.01
"Y02909",979.7
"Y03461",976.54
"N81657",972.32
"Y00182",971.9
"Y03358",971.57
"Y02844",963.03
"Y02299",958.98
"Y01798",956.52
"Y02208",954.08
"Y00882",952.34
"Y01215",950.58
"Y03521",948.41
"Y02210",945.6
"Y00833",944.76
"Y02694",933.52
"F85006",933.49
"Y00417",932.28
"G81677",931.31
"Y01983",928.03
"Y03429",926.87
"Y01696",924.8
"Y03569",919.59
"Y00248",909.42
"Y00762",906.15
"M85080",905.17
"Y03388",901.69
"Y02409",900.6
"Y03389",899.9
"Y02327",898.73
"Y02017",896.97
"Y01299",896.24
"H81668",895.47
"Y03044",892.22
"Y03125",891.02
"Y00493",883.13
"G85126",880.97
"Y00822",879.45
"Y00635",877.83
"Y02372",876.47
"Y02377",875.02
"Y03558",874.44
"Y03119",874.41
"Y03609",869.45
"Y03010",866.5
"Y02491",861.27
"B86684",860.77
"Y02474",860.27
"Y01800",860.12
"C84719",858.54
"P81799",858.37
"Y00773",854.46
"E87694",853.11
"H82649",848.13
"Y01740",842.62
"Y01741",841.59
"K81658",826.98
"N84628",824.36
"Y01693",821.48
"Y01202",820.78
"Y00042",813.16
"Y02898",809.67
"Y00271",807.52
"Y02046",805.53
"F83676",805.3
"Y02493",803.24
"Y01735",801.16
"Y00757",800.91
"Y01777",798.35
"Y01852",798.18
"Y03243",795.87
"Y01690",786.77
"Y00980",785.91
"Y00366",785.69
"C85021",782.32
"Y01039",780.18
"M85790",768.33
"M81638",767.75
"Y02408",766.06
"Y02527",765.86
"Y02917",760.71
"C81673",749.32
"Y00400",748.82
"Y03615",745.05
"M87639",744.07
"Y00338",741.48
"Y02262",738.17
"Y03427",734
"Y01994",732
"Y01308",730.52
"F86662",729.09
"Y03069",729
"Y02235",728.49
"Y02352",720.2
"Y00482",717.87
"Y02251",715.69
"J82674",711.04
"Y03492",709.8
"B81668",708.04
"Y00804",704.44
"M85750",702.45
"Y01894",699.51
"Y02935",699.4
"Y00844",696.59
"Y03498",695.05
"Y00644",691.83
"Y03328",690.32
"Y03260",689.2
"Y03568",679.87
"Y00721",679.02
"P81793",675.48
"G85735",675.41
"Y03097",673.96
"M92638",673.74
"Y02132",669.21
"Y00963",668.96
"Y02361",668.28
"Y02385",667.07
"M81640",666.63
"Y02005",662.97
"Y01253",662.81
"Y01071",660.74
"Y03496",660.6
"Y02167",660.08
"M87640",650.52
"Y02124",649.24
"Y02508",648.18
"Y03549",647.17
"Y00136",643.3
"Y02732",641.31
"Y02103",635.08
"Y03275",634.93
"Y02080",633.73
"Y03596",632.98
"Y00349",632.2
"Y00222",628.97
"Y01676",628.76
"Y03039",628.35
"F86068",626.64
"Y03416",621.34
"Y00326",619.53
"Y03120",617.31
"G81690",614.56
"Y00494",608.4
"Y03484",608.27
"Y03422",601.35
"J81656",600.54
"M85810",597.56
"Y03446",595.63
"Y01821",594.41
"C84721",590.15
"Y02200",589.65
"Y02860",581.16
"P82650",580.32
"Y03554",577.32
"Y01730",576.44
"Y01979",574.86
"Y02645",569.83
"Y01998",569.49
"H85685",566.53
"Y03018",564.15
"Y00333",562.77
"Y03070",560.68
"Y00897",560.32
"Y00426",557.03
"Y00807",554.78
"C85618",554.74
"H82642",552.99
"Y01168",551.27
"Y02279",546.04
"Y03608",545.22
"Y02504",543.77
"Y00549",543.51
"Y00662",542.27
"Y03560",540.98
"M85813",540.14
"Y03394",537.29
"Y03116",533.16
"B83666",533.07
"J81653",532.08
"Y02420",531.02
"Y03268",526.9
"Y01226",524.61
"Y02456",523.12
"Y02919",521.26
"M81607",521.22
"Y00305",518.27
"Y03276",517.81
"Y03372",515.61
"Y01739",510.96
"Y01685",509.16
"Y02563",507.59
"Y01692",504.57
"Y02276",501.03
"Y00631",499.17
"Y01980",496.91
"Y02443",496
"Y02315",494.34
"Y01070",491.81
"C81672",491.72
"C85607",491.47
"Y03166",490.26
"Y02953",489.56
"Y01824",489.15
"H83619",487.69
"Y00884",483.65
"Y02123",480.15
"Y00997",478.91
"Y03599",475.9
"Y03439",474.32
"Y01883",472.67
"F83685",469.4
"Y03601",465.42
"M85802",458.8
"Y02728",456.68
"Y00630",456.64
"Y03625",456.42
"Y03220",455.7
"Y01885",455.36
"Y01214",450.61
"Y00095",448.69
"Y03272",448.52
"Y03006",446.55
"Y03108",442.77
"Y03491",442
"Y01778",441.78
"Y00767",441.66
"K81661",438.2
"Y02951",437.72
"Y02436",434.68
"J82685",429.08
"Y03493",427.61
"Y02762",427.29
"H82653",425.34
"Y00759",422.88
"Y01233",416.62
"Y00962",412.92
"Y03002",412.85
"Y00835",411.58
"Y03449",411.22
"Y00785",406.37
"Y03015",406.36
"Y00429",406.34
"Y03369",406.2
"Y02320",402.1
"Y02234",399.55
"Y03228",395.38
"L83677",394.78
"Y01307",394.4
"Y03142",393.34
"G82664",391.62
"Y01116",390.3
"Y00618",390.25
"Y02437",389.11
"Y00755",387.55
"Y01184",387.13
"Y03374",386.31
"H82648",386.21
"A82645",384.68
"F86671",384.38
"Y01966",379.91
"K81670",379.03
"Y01769",378.08
"F85685",377.16
"Y03490",375.02
"Y03562",373.8
"Y02052",366.78
"L83654",363.02
"Y02045",361.71
"M91037",361.41
"Y00720",359.77
"Y01704",359.51
"Y00691",359.34
"Y02835",359.11
"C88081",357.53
"Y02949",357.51
"Y00556",356.84
"Y02730",355.82
"Y01142",354.85
"Y03286",354.36
"Y03030",352.04
"C81667",350.93
"Y02908",350.3
"Y00931",343.98
"Y01651",340.46
"Y03027",340.34
"Y02007",338.61
"Y03607",338.03
"Y00068",337.63
"E87691",337.59
"C81680",337.57
"E83022",337.41
"Y00836",337.17
"Y02813",336.72
"Y00553",335.15
"Y01793",334.9
"Y02907",333.03
"M83131",332.69
"Y01742",331.25
"Y01960",327.97
"Y00126",327.71
"A83646",326.04
"Y02141",323.87
"M83019",322.72
"Y02285",321.93
"P82615",320.82
"Y02731",320.54
"Y01953",320.34
"B86040",318.79
"Y01981",317.82
"Y02995",317.31
"Y02000",316.37
"Y03478",315.14
"Y02288",313.1
"Y02394",312.19
"Y03117",312.15
"Y02932",311.87
"Y01250",309.21
"Y00763",308.66
"Y01006",307.47
"Y00385",306.89
"Y01091",306.57
"C82648",306.05
"Y00106",305.17
"Y00738",304.82
"Y03437",300.56
"Y01950",298.52
"Y02277",297.91
"Y00718",296.85
"Y00361",295.88
"Y01694",290.58
"Y00217",289.4
"Y02619",288.82
"B81695",286.58
"Y02392",278.99
"Y03404",277.57
"Y01699",274.28
"Y03031",273.85
"L83660",273.5
"Y03038",272.28
"Y02228",272.19
"Y00986",272.09
"E87765",271.86
"Y00674",270.9
"Y02916",270.53
"E83029",267.97
"M81631",266.96
"Y03611",266.91
"P82628",266.04
"Y00346",263.96
"Y00073",263.31
"Y02749",263.28
"Y02430",260.85
"Y02147",260.25
"B87024",254.98
"B86674",254.08
"Y03606",253.34
"Y01130",253.19
"P81786",252.83
"Y02655",251.89
"Y01788",251.61
"Y01781",250.77
"Y03290",249.98
"Y01707",249.72
"Y01886",248.09
"Y00511",247.65
"B81630",247.17
"Y02207",246.4
"Y00838",245.65
"Y02743",244.96
"Y02431",239.6
"Y00035",238.61
"N81613",238.27
"Y00187",235.46
"Y01133",235.31
"Y02643",235.18
"Y01828",234.82
"Y03202",234.81
"Y03444",234.5
"M91630",234.29
"Y02590",234.19
"Y03090",234.14
"Y01884",233.12
"J82657",232.94
"F84736",232.2
"Y01997",231.45
"Y01259",229.67
"Y02331",228.26
"Y01649",228.13
"Y03583",226.23
"Y01857",225.91
"Y01726",225.65
"E84707",225.4
"H82644",224.47
"Y02604",224.39
"Y02382",223.53
"Y02232",223.46
"Y00032",222.82
"Y00805",222.12
"M84056",221.84
"Y02242",221.67
"Y01236",220.9
"Y03353",220.6
"Y03067",219.72
"E83661",219.16
"Y02049",217.84
"Y02913",217.77
"Y01063",217.73
"Y00840",216.05
"Y03342",215.87
"C81678",215.56
"J82665",214.59
"M81639",213.97
"Y03629",211.82
"Y02910",208.78
"Y01723",208.58
"Y00247",207.86
"N83036",207.62
"Y03061",207.44
"Y02092",206.33
"Y03628",205.44
"Y00808",204.56
"Y01755",204.55
"Y01264",203.5
"Y02608",202.74
"Y01669",202.7
"Y01634",201.66
"Y00427",201.04
"Y00670",200.81
"Y02370",199.85
"Y03626",198.23
"Y02756",197.1
"Y02175",196.95
"M83658",196.42
"Y01936",196.01
"F85690",193.89
"Y03577",191.59
"Y01666",190.51
"Y02085",190.14
"Y02112",190.08
"Y00130",188.06
"Y00693",187.16
"Y03584",186.61
"Y02199",186.24
"Y03042",185.91
"C85629",185.03
"K81666",184.93
"Y02453",184.4
"Y02297",183.5
"Y00772",183.09
"P87006",182.86
"Y03115",181.77
"Y00710",181.54
"Y00142",181.4
"D81638",180.63
"Y03481",180.58
"P82642",180.08
"F86728",179.88
"B83668",179.46
"Y01895",178.92
"Y02134",178.82
"Y02738",178.58
"Y01194",178.36
"Y02375",178.36
"Y03620",178
"C81105",177.12
"Y03593",176.61
"Y02028",175.04
"F81643",174.63
"B81696",174.05
"Y01710",173.29
"Y00573",173.2
"G85060",173.17
"Y02828",172.78
"Y01689",172.74
"Y01262",172.37
"Y00394",171.53
"J81650",171.45
"H84036",170.63
"Y00313",169.36
"Y03557",168.85
"J81657",168.39
"N81631",168.16
"Y02318",168.13
"Y02781",167.94
"Y01058",166.84
"Y03561",166.48
"Y02598",166.38
"Y02350",165.68
"Y01691",164.65
"M85093",164.1
"Y02528",163.79
"Y03245",162.83
"Y03277",161.32
"Y00219",160.85
"Y01247",160.74
"Y03001",160.01
"Y03410",158.85
"F81761",158.42
"Y01309",158.07
"Y03215",156.77
"Y01007",155.6
"F86051",155.13
"P82641",154.48
"Y01713",151.01
"Y02677",149.87
"Y02629",149.85
"P86621",148.43
"B87616",148.19
"Y00879",146.15
"Y01965",146.01
"Y03453",145.87
"A82625",145.62
"G82797",144.27
"Y02393",143.72
"Y03271",142.25
"Y00053",142.11
"Y01915",141.69
"Y01771",141.24
"Y02945",140.77
"Y00410",140.48
"Y03133",140.15
"Y01844",139.99
"P87005",139.1
"Y00820",138.71
"Y00749",138.24
"M85130",137.88
"Y02964",137.8
"B83699",137.48
"Y00886",136.42
"Y01908",135.86
"Y02631",135.48
"Y03068",134.95
"Y01010",133.77
"Y01054",133.44
"G82176",132.87
"Y03236",132.8
"K82056",131.27
"Y03213",130.66
"Y00819",129.95
"Y03246",129.29
"H85692",129.2
"P87617",129.18
"Y01773",128.89
"Y02994",128.22
"Y03559",125.49
"M85114",125.38
"Y01987",125.05
"Y00409",124.54
"Y00468",124.53
"Y02398",124.5
"Y03003",123.63
"Y00812",123.26
"Y02438",122.39
"B81626",122.37
"Y00990",121.63
"C88094",121.43
"Y01671",119.7
"Y03533",118.79
"F84653",118.56
"Y00424",118.38
"Y03055",116.9
"Y02335",116.88
"C85025",116.85
"M81634",116.73
"Y02542",116.64
"Y03309",116.08
"G85638",112.89
"Y03062",112.57
"L81111",111.83
"A83639",111.49
"J81658",110.78
"Y01826",110.75
"P85619",110.66
"Y02022",110.37
"C85011",109.94
"M81642",109.9
"Y03128",109.7
"A82001",109.53
"K81669",109.41
"G81675",109.33
"G82168",109.1
"Y03452",108.96
"Y02952",108.81
"Y03206",108.15
"Y00416",108.05
"M85798",107.77
"Y02152",107.72
"F86602",107.52
"C84720",107.11
"Y02861",107.11
"Y01872",106.51
"Y00648",106.13
"P84642",105.63
"Y03304",105.07
"N81647",104.44
"F81659",103.48
"Y03428",103.34
"Y01765",103.33
"Y00052",103.02
"Y02996",102.93
"C85600",102.92
"Y01268",102.82
"Y00233",101.91
"Y02275",101.66
"Y03575",101.41
"K81663",100.8
"Y00386",100.76
"Y01889",100.31
"F81682",98.8
"M83626",98.66
"Y02079",98.26
"P82617",98.01
"Y03101",97.58
"G82676",97.57
"Y01665",97.54
"Y03476",97.02
"Y00828",96.97
"Y00526",95.89
"Y00443",95.64
"Y02161",95.1
"Y03570",95.05
"K82041",95
"Y00919",94.79
"Y00839",94.55
"Y02507",94.29
"Y01956",94.19
"Y02387",94
"Y01749",93.66
"Y00896",93.39
"G81703",93.05
"N82679",92.97
"Y01682",92.22
"N83058",90.87
"B82087",90.5
"Y03173",89.72
"Y03280",89.64
"M87610",89.45
"N85641",89.4
"Y02006",88.67
"Y02266",88.62
"J81638",87.65
"P81777",87.05
"Y01698",87.04
"Y01916",86.74
"Y03459",85.7
"A81010",85.52
"Y02050",85.33
"Y02479",85.27
"Y02362",85.06
"N82674",84.24
"Y03399",84.22
"Y02209",83.54
"Y02969",83.49
"Y03527",83.49
"Y03281",83.01
"Y03465",82.92
"Y00458",82.92
"B81662",82.77
"Y02851",82.75
"Y02564",82.24
"P81030",81.46
"C85621",81.25
"Y03123",80.84
"Y02416",80.84
"Y03032",80.84
"M85773",80.68
"Y01918",80.57
"Y03523",80.03
"Y02289",79.76
"Y01186",79.73
"Y00462",79.73
"Y02997",79.5
"E83666",79.35
"Y03616",79.17
"F86016",78.94
"G82689",78.58
"H81106",78.39
"Y01845",77.64
"C81043",77.51
"F86718",76.98
"Y01616",76.91
"Y03540",76.84
"Y00698",76.29
"Y01140",76.19
"N81630",76.11
"F83659",75.36
"Y02083",74.8
"G82736",74.34
"F82645",73.7
"Y02727",73.6
"Y02848",73.28
"P81168",73.2
"Y01282",72.64
"Y01169",72.62
"Y00490",72.4
"K82063",72.35
"P87665",72.35
"Y03314",72.07
"Y01101",72.01
"Y01619",71.9
"Y03393",71.77
"Y03407",71.22
"P91037",70.86
"Y02547",70.36
"Y00084",70.25
"Y02307",70.2
"Y03383",69.54
"Y01999",69.4
"G82740",69.1
"Y00111",68.66
"Y02992",68.59
"H81655",68.37
"Y02405",68.36
"B83066",67.95
"Y02505",67.92
"Y02424",67.01
"C87028",66.97
"P82654",66.93
"Y02891",66.05
"Y03627",65.95
"Y03508",65.95
"Y00970",65.87
"Y03109",64.94
"P91609",64.82
"Y03505",64.02
"Y00340",63.64
"Y00936",63.64
"Y00256",63.54
"Y02016",63.52
"F86075",62.44
"Y02714",61.64
"N85646",61.63
"Y00279",61.6
"Y02839",61.52
"M83648",60.7
"K83016",60.18
"B86634",60.17
"Y02076",60.1
"H85696",59.22
"Y03167",59.2
"Y02062",58.93
"Y02402",58.27
"Y03377",57.95
"Y00341",57.92
"Y03111",57.66
"E83052",57.17
"Y03099",57.12
"Y02126",57.08
"Y02552",56.35
"Y01621",56.28
"Y00813",56.15
"Y00503",55.8
"N82619",55.31
"Y03136",55.27
"Y00887",55.22
"Y02970",55.03
"A81620",54.49
"Y02553",54.37
"Y02920",54.22
"Y02395",53.94
"Y01686",53.72
"Y03544",53.54
"Y01825",53.12
"Y02311",53.1
"Y01223",51.86
"Y03480",51.51
"Y03500",51.48
"Y01297",51.23
"Y03371",51.21
"Y02434",50.99
"Y02450",50.97
"A86001",50.67
"Y00364",50.22
"P92027",50.17
"Y02468",49.86
"C88012",49.38
"A87608",49.26
"N82649",47.69
"B82639",47.55
"Y03386",47.36
"Y02602",47.11
"M83735",46.74
"Y03617",46.64
"Y02695",46.25
"B83696",46.14
"N84620",45.83
"Y00040",45.7
"M83643",45.59
"M91027",45.31
"Y00459",45.25
"P88637",44.73
"Y01137",44.66
"Y02484",44.2
"P81216",43.74
"A89634",43.49
"Y01049",43.32
"M81053",43.24
"Y01161",43.21
"C88063",42.84
"Y00303",42.8
"Y02843",42.29
"Y03495",42.16
"Y01302",42.11
"Y01732",41.97
"Y03630",41.9
"P87666",41.84
"Y03494",41.44
"Y03179",41.39
"Y00678",41.2
"B83616",40.72
"Y00339",39.77
"N82613",39.61
"Y02876",39.58
"Y01633",39.37
"Y02859",39.36
"Y03537",39.34
"Y02233",39.2
"Y00742",39.18
"Y01119",39.15
"P82019",38.95
"Y03411",38.93
"Y02041",38.86
"B83667",38.75
"Y03029",38.73
"P91616",38.53
"Y02554",38.44
"Y00143",38.29
"C81085",38.05
"Y02683",37.9
"Y02489",37.23
"Y02862",36.56
"Y03186",36.47
"Y02146",36.25
"Y01673",36.24
"L84035",35.87
"Y01046",35.38
"M85703",35.35
"Y02840",35.28
"C81639",35.05
"Y03264",34.99
"Y03232",34.67
"E84668",34.33
"Y02722",34.17
"Y01179",33.91
"F86719",33.76
"Y03217",33.61
"Y00748",33.06
"E82065",33.04
"B82640",32.94
"Y01878",32.77
"Y03564",32.72
"Y03541",32.66
"Y03354",32.6
"Y02432",32.34
"P81673",32.22
"H85089",32.16
"Y01842",31.96
"Y01674",31.89
"Y02388",31.58
"Y03477",31.23
"Y01079",30.97
"Y00345",30.9
"H82604",30.74
"M87004",30.67
"Y02008",30.57
"Y01727",30.55
"Y02373",30.48
"Y02879",30.41
"C86629",30.08
"Y03520",29.99
"Y02001",29.96
"Y03413",29.36
"P92032",29.24
"Y03033",28.99
"Y03346",28.89
"Y01876",28.6
"C88089",28.52
"Y03590",28.48
"F86067",28.41
"E85751",27.12
"F85073",26.9
"Y00925",26.39
"L83672",26.12
"Y00044",25.88
"Y03007",25.81
"Y02765",25.5
"Y00230",25.4
"Y02171",25.35
"G82701",25.35
"Y01951",25.19
"Y01005",24.56
"Y01705",24.42
"P91635",24.35
"Y02573",24.31
"L81668",24.16
"Y02852",24.12
"Y03300",23.96
"D83066",23.93
"C88635",23.8
"B83003",23.75
"Y02475",23.75
"Y02680",23.66
"C87618",23.29
"Y00713",23.07
"Y03401",22.98
"Y00739",22.89
"Y02206",22.31
"Y03315",22.28
"C84665",22.19
"P81052",22.01
"Y02345",21.84
"L81661",21.48
"B82009",21.48
"Y02990",21.31
"G82009",21.24
"N81124",20.71
"P91034",20.65
"Y02193",20.47
"Y00636",20.47
"Y02478",20.1
"Y03636",19.82
"Y02948",19.45
"Y00657",19.38
"Y00908",19.11
"Y03121",18.92
"Y01888",18.89
"Y03020",18.78
"Y03214",18.68
"Y01225",18.67
"Y00131",18.64
"Y02284",18.6
"M87633",18.4
"Y02094",18.32
"H83637",18.27
"D81646",18.18
"A82624",18.12
"D81649",18
"Y01879",17.64
"L83033",17.52
"Y02793",17.47
"P91632",17.33
"Y00199",17.27
"Y01047",17.22
"Y00342",17.07
